44	121	27	104	
20	111	26	117	
20	111	26	117	
14	112	30	128	
32	122	33	123	
20	111	26	117	
17	103	23	110	
19	111	30	121	
27	110	39	122	
34	124	29	119	
20	113	29	122	
30	120	34	124	
24	111	14	101	
20	111	26	117	
26	116	33	124	
33	126	19	112	
34	116	31	113	
40	119	38	117	
16	102	25	111	
36	125	33	122	
16	113	13	110	
20	111	26	117	
43	123	30	111	
20	111	26	117	
23	99	22	98	
24	123	17	115	
35	130	24	120	
6	120	22	136	
20	111	26	117	
27	129	15	117	
23	109	32	118	
32	133	14	114	
38	123	34	120	
35	117	23	106	
15	112	12	109	
33	116	26	109	
24	122	20	117	
15	107	24	117	
9	112	20	123	
19	120	19	120	
23	113	21	111	
20	111	26	117	
25	109	33	117	
20	111	26	117	
38	118	28	108	
14	117	29	132	
36	125	24	114	
39	122	39	122	
31	128	27	123	
25	124	27	126	
20	111	26	117	
17	120	26	129	
20	111	26	117	
20	111	26	117	
24	116	27	118	
20	111	26	117	
20	111	26	117	
27	111	27	111	
44	126	36	117	
5	102	29	126	
19	128	21	129	
25	118	26	119	
24	118	22	116	
36	128	28	120	
24	123	24	123	
10	114	20	124	
40	126	24	110	
26	125	14	113	
13	108	30	125	
14	105	25	116	
26	119	18	111	
41	144	12	115	
20	111	26	117	
43	120	25	102	
20	111	26	117	
35	128	26	119	
44	133	18	107	
15	130	22	137	
17	125	15	122	
33	134	17	118	
30	115	18	104	
20	120	26	126	
39	120	23	103	
21	119	26	124	
20	111	26	117	
45	126	45	126	
15	114	9	109	
38	139	30	131	
20	111	26	117	
20	111	26	117	
23	122	26	125	
34	114	39	119	
20	111	26	117	
24	115	22	113	
39	134	28	123	
26	108	19	102	
41	132	25	117	
32	118	32	117	
21	115	19	113	
20	111	26	117	
24	117	31	124	
28	119	22	113	
26	107	37	117	
12	115	24	127	
24	109	43	128	
24	126	35	137	
38	130	21	114	
25	117	15	106	
29	126	27	124	
13	105	33	126	
20	111	26	117	
42	109	29	96	
19	118	16	115	
29	120	21	111	
19	119	14	114	
28	128	18	118	
38	131	23	116	
20	111	26	117	
7	110	18	121	
20	111	26	117	
25	108	25	108	
20	111	26	117	
30	109	26	105	
18	110	32	125	
30	113	16	99	
37	131	12	106	
19	116	44	142	
20	105	19	103	
20	117	27	124	
22	115	16	109	
15	106	16	106	
17	120	22	125	
14	112	23	121	
37	118	37	118	
20	111	26	117	
41	123	27	110	
32	125	20	112	
14	117	11	115	
43	125	20	102	
27	112	30	115	
40	127	23	110	
32	120	17	104	
22	118	32	128	
20	111	26	117	
21	104	23	106	
44	126	32	114	
27	114	40	127	
11	112	9	110	
39	129	34	124	
20	111	26	117	
35	127	19	112	
38	128	33	123	
25	124	31	131	
23	114	31	122	
20	111	26	117	
15	103	20	108	
29	132	24	127	
21	104	27	110	
24	113	17	106	
16	108	15	106	
17	119	14	116	
30	126	30	125	
24	109	31	116	
25	117	23	115	
23	124	28	129	
11	123	17	129	
20	111	26	117	
20	111	26	117	
23	113	20	110	
24	113	34	122	
33	122	15	104	
17	120	12	115	
18	119	18	119	
34	125	28	119	
13	112	16	115	
31	105	39	114	
20	111	35	126	
24	116	22	113	
20	111	26	117	
25	118	31	124	
7	110	29	132	
30	109	32	112	
36	125	27	116	
33	109	35	111	
25	118	17	110	
30	134	12	117	
35	108	35	108	
31	121	22	112	
22	100	34	112	
28	115	31	119	
15	107	26	117	
27	108	29	109	
27	112	16	101	
12	104	30	122	
15	119	24	128	
44	127	38	120	
23	115	18	110	
37	118	30	110	
35	135	23	122	
19	105	27	113	
20	111	26	117	
20	111	26	117	
20	111	26	117	
20	111	26	117	
27	121	19	112	
34	110	32	108	
20	111	26	117	
32	112	32	112	
21	117	20	116	
28	129	10	111	
34	117	27	110	
20	111	26	117	
28	117	24	114	
22	121	9	108	
28	111	32	115	
20	106	32	118	
30	122	30	122	
24	129	30	135	
24	121	19	116	
33	120	35	123	
19	124	21	126	
23	122	18	117	
38	137	31	131	
27	101	14	88	
19	94	23	98	
26	112	39	125	
14	112	28	126	
20	111	26	117	
45	136	31	122	
18	114	30	126	
29	109	31	111	
19	118	25	125	
36	119	16	100	
32	116	31	115	
27	119	36	128	
13	123	17	127	
20	103	35	118	
30	110	32	112	
37	118	24	105	
25	108	33	115	
11	99	13	100	
30	131	28	128	
28	121	27	120	
25	122	29	126	
36	126	30	119	
20	103	35	117	
38	134	14	109	
18	121	17	120	
30	119	18	108	
15	118	28	131	
30	111	28	109	
24	125	25	125	
22	110	27	115	
37	121	34	118	
20	111	26	117	
20	106	24	109	
29	113	36	120	
36	109	23	96	
17	114	12	110	
35	111	28	105	
10	116	13	120	
14	101	31	118	
37	114	24	102	
31	121	34	125	
33	118	37	121	
36	113	30	108	
20	111	26	117	
48	126	22	101	
31	116	34	119	
44	124	38	117	
20	111	26	117	
18	106	24	112	
24	103	41	119	
19	109	15	105	
23	120	27	124	
29	113	17	100	
15	126	10	121	
23	121	15	112	
40	113	23	96	
20	111	26	117	
32	125	36	129	
8	111	17	120	
20	111	26	117	
33	119	33	119	
12	121	18	126	
43	129	29	115	
20	111	26	117	
28	121	30	123	
20	111	26	117	
25	109	37	121	
18	110	27	119	
22	136	11	125	
20	111	26	117	
19	114	35	130	
36	128	27	119	
29	132	18	121	
21	113	17	110	
20	111	26	117	
19	103	34	118	
36	125	32	120	
25	114	23	111	
34	124	28	117	
18	113	26	120	
11	112	22	123	
16	103	16	103	
36	129	37	130	
20	111	26	117	
36	127	34	125	
21	101	35	114	
26	125	12	111	
33	111	33	111	
30	122	21	113	
31	110	20	99	
23	115	27	119	
35	122	35	122	
23	106	26	110	
19	104	27	113	
45	137	23	116	
42	124	20	102	
20	111	26	117	
15	113	31	129	
31	120	29	119	
29	109	20	100	
24	102	22	100	
35	119	27	111	
19	118	21	120	
18	99	32	114	
20	112	16	107	
28	112	26	110	
23	128	11	115	
30	114	25	110	
26	116	32	122	
38	116	33	112	
11	104	13	106	
37	121	31	116	
29	119	23	113	
21	103	25	106	
20	117	27	124	
20	111	26	117	
23	121	14	111	
28	142	22	136	
25	118	19	111	
35	124	31	120	
21	116	13	108	
40	124	29	114	
20	111	26	117	
20	111	26	117	
20	108	15	103	
20	111	26	117	
26	109	33	116	
18	110	18	110	
20	111	26	117	
17	112	33	128	
30	109	32	112	
25	120	31	126	
37	106	26	95	
23	124	20	121	
21	109	26	113	
31	119	15	102	
42	129	22	109	
28	138	8	118	
22	112	35	125	
26	121	32	126	
20	111	26	117	
29	112	14	97	
49	126	38	115	
13	119	12	117	
13	115	15	116	
33	130	20	117	
13	100	26	113	
12	113	28	128	
20	111	26	117	
35	119	44	128	
19	122	10	113	
38	126	33	120	
32	110	27	105	
36	102	13	79	
33	122	30	119	
21	115	15	110	
19	117	30	127	
32	117	30	115	
20	106	26	112	
27	119	18	110	
16	117	12	113	
35	125	22	113	
20	111	26	117	
30	116	30	116	
26	116	36	125	
24	120	32	129	
25	101	25	101	
24	130	23	129	
17	99	36	119	
25	121	15	110	
23	112	29	118	
20	111	26	117	
27	116	32	121	
28	126	30	128	
24	117	17	109	
15	106	30	122	
13	113	20	120	
18	102	19	104	
29	109	42	123	
39	139	27	127	
23	132	11	119	
16	105	39	127	
31	118	29	116	
31	118	11	98	
25	116	23	113	
16	104	14	102	
14	99	27	113	
17	117	24	123	
31	114	34	117	
34	120	41	127	
21	107	24	110	
22	114	14	106	
11	108	16	112	
30	118	23	111	
32	119	24	111	
35	131	25	120	
24	104	34	113	
37	130	28	121	
20	111	26	117	
40	133	23	116	
23	102	39	118	
27	109	27	108	
41	123	35	118	
27	119	27	119	
24	113	33	122	
35	123	8	95	
20	111	26	117	
22	115	20	113	
36	128	18	110	
18	104	27	113	
6	120	22	136	
34	133	16	115	
20	111	26	117	
23	108	18	103	
21	111	18	108	
25	122	29	126	
13	102	18	107	
19	112	21	114	
35	136	15	116	
18	110	32	124	
12	109	22	120	
15	118	35	138	
25	117	29	121	
34	119	27	112	
17	105	27	115	
20	111	26	117	
19	113	13	107	
33	126	32	124	
29	106	37	114	
17	110	22	115	
20	111	26	117	
36	125	34	123	
13	119	9	115	
21	119	26	125	
20	111	26	117	
20	130	10	120	
24	112	35	123	
44	121	34	111	
19	122	19	122	
43	125	40	122	
33	115	26	107	
26	119	17	109	
37	128	18	109	
14	104	35	125	
28	111	25	108	
29	107	13	91	
31	107	34	111	
34	115	42	123	
20	111	26	117	
31	126	19	115	
42	139	19	116	
11	125	25	139	
36	120	28	112	
27	119	27	119	
32	125	29	122	
32	115	30	113	
20	111	26	117	
20	111	26	117	
14	108	34	129	
35	122	24	111	
33	140	16	123	
30	121	23	113	
24	119	28	123	
14	118	18	122	
18	112	31	126	
21	114	21	114	
31	116	30	114	
18	123	12	117	
23	109	34	120	
20	111	26	117	
22	116	30	124	
20	111	26	117	
20	111	26	117	
28	119	26	118	
20	111	26	117	
20	111	26	117	
22	105	31	115	
35	120	37	121	
24	130	24	130	
20	116	18	114	
21	112	33	125	
40	121	27	108	
20	111	26	117	
26	108	28	109	
40	130	29	119	
25	106	29	109	
28	111	23	106	
22	125	16	119	
8	108	16	117	
32	127	21	116	
38	126	33	121	
28	109	42	123	
20	111	26	117	
35	128	15	108	
37	113	28	104	
21	105	34	117	
29	122	24	117	
18	110	23	115	
18	120	15	116	
35	121	30	115	
28	114	29	114	
27	124	26	122	
20	111	26	117	
20	111	25	116	
20	111	26	117	
9	111	16	117	
15	110	20	116	
15	107	24	116	
35	124	21	109	
27	119	23	115	
49	137	36	124	
5	108	25	128	
19	104	32	117	
20	111	26	117	
20	111	26	117	
38	132	24	119	
54	131	41	118	
25	128	25	128	
22	117	32	126	
16	113	30	128	
20	107	31	118	
20	111	26	117	
18	99	24	104	
19	120	31	132	
33	118	25	109	
28	128	31	131	
20	111	26	117	
30	110	38	118	
36	138	18	120	
23	116	40	133	
20	121	27	129	
23	120	32	128	
11	109	11	109	
22	115	34	127	
36	128	18	110	
16	113	21	118	
16	114	24	122	
17	121	14	118	
33	118	19	103	
29	106	33	111	
24	118	19	114	
31	124	29	122	
10	116	32	139	
9	96	26	113	
20	106	17	104	
20	111	26	117	
17	126	4	111	
14	110	14	111	
32	113	12	92	
29	109	30	109	
20	111	26	117	
31	109	33	111	
30	131	27	128	
33	128	33	128	
33	123	16	106	
29	113	37	121	
24	128	11	116	
27	107	27	107	
31	124	26	119	
26	114	22	110	
15	108	20	113	
17	120	7	110	
22	116	23	117	
28	108	31	112	
34	125	29	119	
17	110	25	118	
54	146	9	101	
15	112	24	121	
32	121	23	112	
16	107	26	117	
25	114	22	112	
36	123	30	117	
14	118	18	122	
11	114	13	116	
22	120	18	116	
37	116	30	109	
35	122	19	106	
19	102	27	110	
16	115	22	121	
39	123	21	105	
36	125	31	120	
30	125	18	113	
41	130	32	121	
34	122	21	109	
31	123	23	115	
46	126	29	109	
28	118	17	107	
17	115	13	110	
21	117	29	124	
20	111	26	117	
28	112	32	116	
33	117	31	115	
18	130	8	120	
34	135	19	119	
30	128	23	121	
20	111	26	117	
31	135	10	114	
18	110	18	110	
37	126	31	121	
20	111	26	117	
20	111	26	117	
23	115	26	118	
9	107	16	113	
35	125	24	114	
39	121	30	112	
20	111	26	117	
20	120	26	126	
37	118	27	109	
21	114	34	127	
22	113	17	108	
20	111	26	117	
20	111	26	117	
24	111	26	113	
20	111	26	117	
31	114	35	117	
37	136	12	110	
29	119	28	118	
30	130	16	116	
28	121	29	122	
29	122	30	123	
27	114	18	105	
10	113	9	112	
40	117	34	111	
24	114	26	115	
29	112	24	107	
22	116	22	116	
36	132	27	124	
20	111	26	117	
20	127	30	137	
36	116	35	114	
41	119	40	119	
27	109	28	111	
18	117	12	110	
22	115	23	115	
13	111	34	132	
44	121	28	105	
46	109	29	93	
24	113	32	121	
13	117	23	128	
24	119	22	117	
30	109	28	106	
35	123	40	129	
27	107	28	108	
24	113	29	118	
29	123	32	126	
20	111	26	117	
20	111	26	117	
24	116	31	124	
19	128	8	117	
20	107	22	109	
44	129	35	119	
20	111	26	117	
26	119	27	120	
28	124	12	107	
20	111	26	117	
33	140	20	127	
31	124	26	119	
20	111	26	117	
29	127	22	120	
23	115	22	114	
21	102	20	101	
9	104	7	102	
27	128	11	112	
18	111	16	109	
19	100	20	102	
23	118	29	124	
27	112	35	119	
20	111	26	117	
20	111	26	117	
23	102	30	109	
34	124	21	111	
28	103	40	114	
22	128	21	127	
39	131	24	115	
20	111	26	117	
27	118	20	111	
33	126	28	121	
32	124	18	110	
12	102	29	119	
20	111	26	117	
38	117	21	100	
20	111	26	117	
37	133	17	113	
21	127	10	117	
20	111	26	117	
31	137	13	119	
20	117	20	117	
39	121	37	120	
18	98	30	110	
31	114	19	102	
29	125	21	117	
36	130	22	116	
14	94	29	109	
25	117	16	109	
15	106	33	124	
14	113	30	129	
36	127	27	118	
20	111	26	117	
29	115	17	102	
27	122	26	121	
34	123	30	119	
38	123	20	106	
46	128	27	109	
19	128	10	119	
41	122	31	112	
21	103	30	113	
20	111	26	117	
20	111	26	117	
18	103	18	104	
20	111	26	117	
27	115	34	122	
25	112	22	110	
16	107	31	122	
20	111	26	117	
19	122	9	112	
28	119	21	112	
23	105	23	106	
39	116	26	102	
36	116	21	102	
22	112	30	120	
14	102	18	106	
8	114	13	119	
19	100	31	112	
27	105	28	105	
20	111	26	117	
33	126	34	127	
17	121	11	115	
18	90	22	93	
28	119	31	121	
20	111	26	117	
15	107	22	114	
31	125	18	111	
37	119	26	108	
17	101	30	114	
29	108	40	119	
30	121	24	115	
14	130	16	132	
17	101	27	111	
29	119	20	110	
21	113	30	122	
21	102	26	107	
23	121	28	126	
30	113	24	107	
27	119	32	124	
36	128	27	119	
30	118	36	124	
13	111	20	118	
38	134	32	127	
20	111	26	117	
30	114	37	120	
41	132	25	116	
42	124	31	114	
31	127	27	123	
17	127	16	127	
25	127	26	128	
20	111	26	117	
25	134	10	120	
36	123	26	113	
27	108	25	105	
8	118	11	120	
36	121	29	114	
25	115	30	121	
31	126	33	128	
18	110	18	110	
40	129	17	106	
16	124	9	117	
26	111	30	115	
15	95	19	99	
29	122	22	115	
42	115	35	108	
17	102	18	103	
25	110	28	113	
26	124	28	126	
20	111	26	117	
20	111	26	117	
26	133	16	123	
26	120	31	125	
33	126	37	130	
14	105	18	110	
35	122	35	121	
15	138	4	127	
35	113	35	113	
36	116	26	106	
34	130	29	125	
20	111	26	117	
19	112	16	109	
29	113	35	119	
21	114	16	109	
18	110	36	128	
20	111	26	117	
35	125	40	130	
25	122	30	127	
22	110	26	114	
35	121	34	120	
36	121	18	103	
52	132	19	99	
40	124	22	106	
40	134	24	118	
37	130	40	133	
43	129	37	123	
30	115	24	110	
19	120	26	127	
29	105	28	104	
22	101	36	114	
37	121	33	116	
30	119	30	118	
36	129	24	117	
27	115	25	113	
33	128	25	121	
25	124	16	115	
36	121	33	117	
23	113	25	115	
16	113	30	127	
16	115	28	128	
37	126	35	124	
24	107	21	104	
22	118	22	117	
20	111	26	117	
36	128	26	117	
31	121	23	112	
23	128	24	129	
20	111	26	117	
37	123	35	120	
20	111	26	117	
32	124	18	110	
37	122	26	111	
38	122	35	119	
31	122	32	123	
24	105	34	115	
31	120	16	105	
25	114	16	105	
14	112	33	130	
27	108	27	108	
9	112	30	133	
46	115	30	100	
24	107	23	106	
25	119	14	107	
33	126	36	129	
30	101	42	113	
22	115	28	121	
24	120	22	118	
45	120	21	96	
33	128	33	129	
21	107	35	121	
20	111	26	117	
39	133	29	123	
34	120	34	120	
11	96	19	104	
27	109	31	114	
43	138	19	114	
14	102	31	120	
33	135	18	121	
21	114	19	111	
36	120	34	117	
17	117	14	114	
22	118	13	110	
20	111	26	117	
25	111	34	121	
18	113	18	113	
33	119	28	113	
24	117	11	104	
20	111	26	117	
22	125	14	117	
12	109	13	110	
4	92	27	119	
23	113	20	111	
39	125	32	118	
20	98	37	114	
20	113	30	123	
15	104	32	121	
20	112	22	114	
30	128	31	129	
34	124	21	111	
30	126	30	126	
41	128	27	114	
20	111	26	117	
14	119	24	128	
28	121	20	112	
32	124	27	119	
29	117	26	115	
35	113	29	107	
40	121	21	101	
50	125	33	107	
32	125	14	107	
36	137	26	127	
28	113	38	122	
25	113	33	122	
27	125	18	116	
25	118	28	121	
17	120	12	115	
8	104	27	123	
20	111	26	117	
27	123	29	125	
34	121	31	118	
37	123	27	114	
12	115	11	114	
43	129	26	111	
12	113	21	122	
20	111	26	117	
25	123	30	128	
37	130	29	123	
29	112	35	117	
29	115	33	119	
23	105	18	100	
23	126	23	126	
17	115	30	128	
22	115	20	113	
23	112	26	116	
14	122	30	138	
33	124	33	124	
17	120	24	127	
26	113	22	109	
39	122	35	118	
13	106	36	128	
18	106	27	114	
27	127	30	130	
23	115	22	113	
20	130	19	128	
19	118	15	113	
27	125	21	119	
33	123	21	111	
20	111	26	117	
20	111	26	117	
20	127	20	127	
20	111	26	117	
16	102	21	107	
35	135	10	110	
20	125	18	123	
33	129	25	121	
36	129	27	120	
31	116	39	123	
39	130	32	123	
27	119	14	106	
43	133	28	117	
27	123	30	126	
16	112	18	114	
18	116	19	117	
20	111	26	117	
19	116	22	119	
24	117	23	116	
20	113	24	116	
21	111	23	113	
20	117	28	124	
37	130	16	109	
15	113	33	131	
20	111	26	117	
13	106	18	111	
21	117	22	118	
28	126	25	124	
20	113	23	116	
24	113	30	119	
82	141	47	107	
41	121	34	114	
22	103	31	113	
20	111	26	117	
36	111	44	118	
39	132	31	123	
31	119	19	107	
30	119	41	130	
28	123	25	120	
19	122	19	122	
20	102	14	96	
31	123	32	125	
13	116	28	131	
23	117	34	128	
25	104	35	114	
20	111	26	117	
25	106	31	112	
18	116	21	119	
32	113	36	117	
35	118	27	110	
20	111	26	117	
39	118	38	118	
24	108	26	110	
28	128	31	131	
36	128	27	119	
38	120	35	117	
31	126	13	109	
39	124	36	121	
17	131	28	142	
37	117	38	118	
36	136	11	110	
12	110	37	136	
14	105	32	123	
24	105	17	99	
35	113	22	100	
23	103	31	112	
20	111	26	117	
31	124	25	118	
37	128	29	121	
44	113	32	101	
22	128	10	116	
22	95	39	112	
37	127	31	121	
23	118	23	119	
20	111	26	117	
36	125	16	105	
23	119	21	118	
28	103	41	116	
42	117	19	93	
18	107	33	122	
36	127	32	123	
20	111	26	117	
29	114	39	124	
27	112	26	111	
30	116	26	111	
42	131	34	123	
21	115	17	111	
23	117	18	112	
33	132	32	131	
33	147	11	125	
20	111	26	117	
26	119	16	109	
22	134	18	130	
20	111	26	117	
23	113	21	111	
30	123	32	125	
21	111	22	112	
23	123	18	118	
20	111	26	117	
15	115	8	108	
38	123	19	104	
20	111	26	117	
14	99	24	110	
35	121	29	115	
17	110	25	118	
25	118	17	110	
20	111	26	117	
29	111	31	113	
20	111	26	117	
20	111	26	117	
10	118	13	120	
34	115	17	98	
24	115	29	120	
18	110	18	110	
34	115	39	121	
22	127	10	114	
9	120	13	124	
20	111	26	117	
22	105	32	115	
26	116	23	113	
20	112	18	109	
32	117	30	114	
21	107	32	117	
9	101	18	110	
24	116	21	113	
20	111	26	117	
20	111	26	117	
43	129	29	115	
26	114	31	119	
38	123	35	120	
21	104	31	114	
19	120	19	120	
22	115	33	126	
22	113	30	121	
23	113	13	102	
31	114	31	114	
19	110	31	122	
37	132	41	137	
12	116	16	121	
20	111	26	117	
30	130	11	110	
20	105	22	107	
42	128	34	120	
22	137	16	131	
27	130	22	125	
29	120	21	112	
20	116	23	120	
34	122	19	107	
42	115	25	98	
40	124	22	105	
40	126	32	117	
24	110	19	105	
29	128	31	130	
20	111	26	117	
36	123	33	120	
20	111	26	117	
31	126	14	109	
32	115	17	99	
25	96	34	105	
31	105	32	106	
29	122	20	112	
17	101	31	115	
26	129	19	122	
19	112	25	118	
38	130	11	103	
21	112	20	111	
20	111	26	117	
32	127	22	117	
20	111	26	117	
27	119	36	127	
19	124	18	123	
25	118	32	125	
11	125	22	136	
28	115	22	109	
25	109	31	115	
38	131	16	109	
14	129	19	134	
26	127	9	111	
40	120	47	126	
20	115	22	117	
20	111	26	117	
34	126	21	113	
29	112	28	110	
23	113	28	118	
27	120	24	117	
17	112	27	122	
23	111	30	118	
32	121	32	121	
17	107	24	114	
30	137	13	120	
32	135	17	120	
20	123	22	125	
34	118	21	106	
34	127	24	117	
18	127	19	128	
25	113	18	105	
32	125	43	136	
20	111	26	117	
21	116	31	126	
26	127	32	133	
20	111	26	117	
26	111	16	102	
17	112	25	120	
35	118	27	110	
26	122	33	128	
35	114	17	96	
20	111	26	117	
14	102	17	105	
30	131	31	132	
20	111	26	117	
23	120	14	112	
36	98	27	89	
20	111	26	117	
29	124	21	117	
18	110	27	119	
20	111	26	117	
24	108	21	106	
37	125	25	114	
20	111	26	117	
47	127	36	115	
26	108	38	120	
32	131	29	128	
38	120	37	119	
29	115	21	107	
20	111	26	117	
20	103	26	109	
16	108	30	123	
28	115	32	120	
39	118	26	105	
22	115	34	127	
20	111	26	117	
24	106	41	123	
25	116	25	115	
